id,x_minimo,x_maximo,y_minimo,y_maximo,peso_da_placa,area_pixels,perimetro_x,perimetro_y,soma_da_luminosidade,maximo_da_luminosidade,comprimento_do_transportador,tipo_do_aco_A300,tipo_do_aco_A400,espessura_da_chapa_de_aco,temperatura,index_de_bordas,index_vazio,index_quadrado,index_externo_x,indice_de_bordas_x,indice_de_bordas_y,indice_de_variacao_x,indice_de_variacao_y,indice_global_externo,log_das_areas,log_indice_x,log_indice_y,indice_de_orientacao,indice_de_luminosidade,sigmoide_das_areas,minimo_da_luminosidade,falha_1,falha_2,falha_3,falha_4,falha_5,falha_6,falha_outros
307,293,314,1044255,1044283,100,210,41,29,27761,148,1694,TRUE,FALSE,80,70.52,0.35,0.64,0.75,0.01,0.51,0.97,-0.04,0.02,1,2.32,1.32,1.45,0.25,0.03,0.87,119,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
308,857,865,211983,211993,100,52,8,-194,9968,207,1387,FALSE,TRUE,40,88,0.75,0.35,0.8,0.01,1,1,0.16,1.16,1,1.72,0.9,1,0.2,0.5,0.19,178,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
309,-11,95,417618,418215,100,10914,481,604,1096282,141,1362,FALSE,TRUE,-154,83.38,0.09,0.41,0.05,0.02,0.06,0.99,-0.06,-0.06,1,4.04,1.49,2.78,0.95,-0.22,1,21,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
310,-11,1548,43036,43048,100,90,14,12,7525,100,1688,TRUE,FALSE,60,78.1,0.17,0.38,1,0.01,0.86,1,-0.07,-0.07,0,1.95,1.08,1.08,0,-0.35,0.26,67,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
311,-11,188,1597511,1597679,100,-206,579,357,1577022,141,1400,FALSE,TRUE,40,76,0.06,0.46,0.89,0.11,0.26,0.47,-0.16,-0.16,1,4.13,2.17,2.23,0.11,-0.09,1,30,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
312,13,21,1488612,1488636,100,105,18,24,13943,150,1358,TRUE,FALSE,70,73.82,0.02,0.45,0.33,0.01,0.44,1,0.25,0.25,1,2.02,0.9,1.38,0.67,0.04,0.32,120,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
313,13,871,139939,140094,100,15208,861,501,1741571,143,1378,FALSE,TRUE,40,73.49,0.02,0.89,0.18,0.62,1,0.31,0.24,1.24,0,4.18,2.93,2.19,-0.82,-0.11,1,22,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
314,7726,801,2240409,-166,100,207,-229,23,26766,143,1668,TRUE,FALSE,-154,67.8,0.93,0.43,0.46,0.02,0.82,0.57,0.39,0.39,1,2.32,1.45,1.11,-0.54,0.01,0.6,114,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
315,5433,649,96205,96225,100,-206,26,20,28955,135,1684,TRUE,FALSE,-154,89.66,0.75,0.33,0.95,0.01,0.73,1,0.29,0.5,1,2.4,1.28,1.3,0.05,-0.11,0.63,89,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
316,48,116,548048,548050,100,131,68,3,16504,190,1227,FALSE,TRUE,40,84.35,0.08,0.04,0.03,0.06,1,0.67,0.13,0.27,0,2.12,1.83,0.3,-0.97,-0.02,0.25,54,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
317,963,974,657468,657502,100,201,38,35,26197,141,1372,FALSE,TRUE,40,80.93,0.58,0.46,0.32,0.01,0.29,0.97,-0.09,-0.09,1,2.3,1.04,1.53,0.68,0.02,0.62,123,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
318,0,14,8010860,1042036,100,862,37,113,69375,101,1687,TRUE,FALSE,80,73.79,0,0.45,0.13,0.01,0.38,0.99,-0.52,-0.69,1,2.94,1.15,2.05,0.88,-0.37,1,538,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
319,39,194,-20,2204771,100,5519,319,173,582040,135,1402,FALSE,TRUE,40,90.89,0.06,0.53,0.48,0.11,0.49,0.43,-0.04,0.96,0,3.74,2.19,1.88,-0.52,-0.18,1,34,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
320,-11,214,2039121,2039135,100,84,14,14,9767,132,1356,FALSE,TRUE,40,65.79,0.3,0.33,0.64,0.01,0.64,1,0.03,0.03,1,1.92,0.95,1.15,0.36,-0.09,0.24,105,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
321,4026,529,350481,350500,100,-206,28,-194,15719,111,1354,TRUE,FALSE,-154,78.69,0.76,0.48,0.84,0.01,0.57,1,0.41,0.67,1,2.2,1.2,1.28,0.16,-0.22,0.5,89,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
322,3986,678,-20,2134950,100,425,28,26,37025,124,1356,TRUE,FALSE,-154,89.82,0.97,0.22,0.81,0.02,0.75,1,-0.25,-0.25,1,2.63,1.32,1.42,0.19,-0.32,0.84,48,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
323,868,879,4048592,4048602,100,86,11,10,8851,117,1688,TRUE,FALSE,70,60.07,0.96,0.22,0.91,0.01,1,1,0.63,0.63,0,1.93,1.04,1,-0.09,-0.2,0.22,90,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
324,1245,1254,-20,964360,100,133,16,21,14874,125,1322,FALSE,TRUE,40,81.76,0.1,0.3,0.43,0.01,0.56,1,-0.3,-0.3,1,2.12,0.95,1.32,0.57,-0.13,0.32,105,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
325,-11,209,-20,-166,100,54,22,22,6470,129,1467,TRUE,FALSE,-154,73.4,0.27,0.65,0,0.01,0.59,0.55,-0.36,-0.36,0,1.73,1.11,1.08,-0.08,-0.06,0.27,110,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
326,1112,1133,808169,808480,100,3583,-229,314,349860,122,1687,TRUE,FALSE,80,81.21,0.66,0.45,0.07,0.01,0.16,0.99,0.35,0.35,1,3.55,1.32,2.49,0.93,-0.24,1,65,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
327,39,177,2641432,2641500,100,5480,230,119,588758,135,1400,FALSE,TRUE,40,76.26,0.06,0.42,0.49,0.1,0.6,0.57,0.24,1.24,0,3.74,2.14,1.83,-0.51,-0.16,1,53,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
328,1190,1219,1183612,1183893,100,3883,229,289,395668,127,1362,FALSE,TRUE,175,85.94,0.21,0.52,0.1,0.02,0.13,0.97,1.19,0.19,1,3.59,1.46,2.45,0.9,-0.2,1,78,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
329,1181,0,-20,210843,100,99,15,15,10868,140,1360,FALSE,TRUE,175,92.33,0.25,0.34,0.67,0.01,0.67,1,0.19,0.19,1,2,1,1.18,0.33,-0.14,0.27,92,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
330,832,848,712437,712446,100,67,29,12,8140,141,1692,TRUE,FALSE,143,105.13,0.98,0.53,0.56,0.01,0.55,0.75,0.13,0.26,0,1.83,1.2,0.95,-0.44,-0.05,0.26,102,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
331,10484,1159,288152,288161,100,112,44,16,14403,141,1364,FALSE,TRUE,-154,78.87,0.3,0.56,0.32,0.02,0.64,0.56,-0.27,-0.27,1,2.05,1.45,0.95,-0.68,0,0.42,120,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
332,273,298,4397461,473272,100,94,30,18,11877,143,1366,FALSE,TRUE,40,87.38,0.4,0.62,0.4,0.02,0.83,0.56,0.02,0.02,0,1.97,1.4,1,-0.6,-0.01,0.41,117,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
333,1317,1326,3426581,3426590,100,58,11,9,6412,124,1692,TRUE,FALSE,60,83.42,0.43,0.28,1,0.01,0.82,1,-0.3,-0.36,0,1.76,0.95,0.95,0,-0.14,0.19,97,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
334,39,218,1495267,1495336,100,7250,268,141,746545,119,1356,FALSE,TRUE,40,84.16,0.06,0.41,0.39,0.13,0.67,0.49,0.29,1.29,0,3.86,2.25,1.84,-0.61,-0.2,1,40,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
335,974,985,3149617,3149629,100,-206,15,12,0,133,1692,TRUE,FALSE,70,94.76,0.84,0.23,0.92,0.01,0.73,1,-0.04,-0.04,1,2,1.04,1.08,0.08,-0.21,0.24,66,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
336,-11,24,1312116,-166,100,59,15,16,3095,71,1356,TRUE,FALSE,70,73.16,0.03,0.39,0.38,0,0.4,1,-0.25,-0.3,1,1.77,0.78,1.2,0.63,-0.59,0.2,41,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
337,-11,-186,111151,111213,100,318,12,62,21582,99,1687,TRUE,FALSE,80,76.42,0,0.27,0.11,0,0.58,1,-0.1,-0.1,1,2.5,0.85,1.79,0.89,-0.47,0.71,19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
338,477,488,1134907,1134921,100,116,-229,14,11801,134,1692,TRUE,FALSE,143,78.25,0.56,0.25,0.79,0.01,0.61,1,0.12,0.12,1,2.06,1.04,1.15,0.21,-0.21,0.27,64,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
339,811,823,3096621,3096632,100,86,-229,11,9203,124,1356,TRUE,FALSE,70,70.15,0.79,0.35,0.92,0.01,0.8,1,-0.17,-0.17,0,1.93,1.08,1.04,-0.08,-0.16,0.24,91,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
340,-11,40,2535272,2535292,100,205,24,21,26503,148,1354,TRUE,FALSE,70,79.99,0.04,0.27,0.7,0.01,0.58,0.95,0.75,-0.25,1,2.31,1.15,1.3,0.3,0.01,0.46,108,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
341,41,218,1196243,1196445,100,-206,861,-194,1868220,141,1400,FALSE,TRUE,40,86.58,0.06,0.55,0.88,0.13,0.21,0.39,0.09,0.22,1,4.21,2.25,2.31,0.12,-0.1,1,23,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
342,980,-186,33416,33425,100,130,33,36,25944,212,1353,FALSE,TRUE,1,88.28,0.51,0.52,0.3,0.02,0.91,0.25,0.07,0.07,0,2.11,1.48,0.95,-0.7,0.56,0.45,1876,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
343,1101,1116,1378026,1378057,100,278,32,33,23817,103,1654,TRUE,FALSE,70,78.16,0.65,0.4,0.48,0.01,0.47,0.94,-0.15,-0.15,1,2.44,1.18,1.49,0.52,-0.33,0.75,68,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
344,45,53,2409503,2409518,100,88,13,15,8123,110,1354,TRUE,FALSE,70,91.42,0.07,0.27,0.53,0.01,0.62,1,0.86,-0.14,1,1.94,0.9,1.18,0.47,-0.28,0.23,81,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
345,41,215,7251490,-166,100,16968,-229,399,1976551,143,-214,FALSE,TRUE,40,59.26,0.06,0.41,0.95,0.12,0.26,0.41,-0.5,-0.66,0,4.23,2.24,2.22,-0.05,-0.09,1,26,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
346,39,212,2244009,2244082,100,-206,276,141,711671,124,1358,FALSE,TRUE,40,103.25,0.06,0.46,0.42,0.13,0.63,0.52,-0.08,-0.04,0,3.83,2.24,1.86,-0.58,-0.19,1,40,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
347,945,956,508640,508650,100,85,12,10,14041,181,1387,FALSE,TRUE,40,85.67,0.62,0.23,0.91,0.01,0.92,1,0.15,0.29,0,1.93,1.04,1,-0.09,0.29,0.22,139,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
348,41,190,462709,462786,100,6232,250,130,648220,133,1356,FALSE,TRUE,40,75.7,0.06,0.46,0.52,0.11,0.6,0.59,-0.22,0.78,0,3.79,2.17,1.89,-0.48,-0.19,1,48,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
349,1606,1620,3457631,-166,100,208,23,21,17619,109,1686,TRUE,FALSE,60,84.62,0.08,0.26,0.7,0.01,0.61,0.95,-0.06,-0.06,1,2.32,1.15,1.3,0.3,-0.34,0.46,61,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
350,9,18,374580,374591,100,74,15,11,4347,84,1356,TRUE,FALSE,70,78.47,0.01,0.25,0.82,0.01,0.6,1,1.09,0.09,1,1.87,0.95,1.04,0.18,-0.54,0.21,36,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
351,-11,0,-20,276047,100,299,-229,22,37820,140,1360,FALSE,TRUE,40,59.11,0.35,0.45,0.6,0.02,0.59,0.82,0.44,0.44,0,2.48,1.48,1.26,-0.4,-0.01,0.83,116,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
352,190,-186,12381959,1729557,100,2,2,-194,255,133,-214,FALSE,TRUE,40,80.47,0.28,0,0.5,0,1,1,0.26,1.26,0,0.3,0.3,0,-0.5,0,0.12,126,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
353,265,276,183293,-166,100,227,-229,38,32920,158,1353,FALSE,TRUE,100,89.12,0.39,0.46,0.29,0.01,0.5,1,-0.05,-0.05,1,2.36,1.04,1.58,0.71,0.13,0.68,135,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
354,1613,1622,1752541,1752560,100,116,17,-194,9105,94,1658,TRUE,FALSE,80,89.64,0.04,0.32,0.47,0.01,0.53,1,-0.01,-0.01,1,2.06,0.95,1.28,0.53,-0.39,0.29,65,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
355,2,11,130760,130780,100,110,12,20,10340,116,1687,FALSE,TRUE,200,82.52,0,0.39,0.45,0.01,0.75,1,-0.3,-0.3,1,2.04,0.95,1.3,0.55,-0.27,0.31,71,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
356,1138,1157,240466,240480,100,146,25,18,16579,127,1356,FALSE,TRUE,40,89.58,0.29,0.45,0.74,0.01,0.76,0.78,-0.01,-0.01,0,2.16,1.28,1.15,-0.26,-0.11,0.44,105,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
357,0,4,224005,224035,100,83,18,31,7446,108,1360,TRUE,FALSE,70,84.35,0,0.31,0.13,0,0.22,0.97,-0.09,-0.09,1,1.92,0.6,1.48,0.87,-0.3,0.23,555,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
358,442,48,2044448,2044475,100,197,38,29,19139,109,1354,TRUE,FALSE,-154,82.23,0.05,0.48,0.52,0.01,0.37,0.93,1.1,0.1,1,2.29,1.15,1.43,0.48,-0.24,0.62,86,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
359,-11,635,2014210,2014317,100,-206,82,107,53536,132,1364,FALSE,TRUE,100,73.11,0.92,0.59,0.1,0.01,0.13,1,-0.35,-0.44,1,2.68,1.04,2.03,0.9,-0.12,1,722,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
360,41,197,1512277,1512467,100,14309,-229,469,1661835,141,1402,FALSE,TRUE,40,76.53,0.06,0.52,0.82,0.11,0.2,0.41,-0.24,-0.28,1,4.16,2.19,2.28,0.18,-0.09,1,1277,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
361,154,166,30225737,3755492,100,122,13,15,10893,0,-214,TRUE,FALSE,200,77.44,0.23,0.32,0.8,0.01,0.92,1,0.46,0.46,1,2.09,1.08,1.18,0.2,-0.3,0.31,65,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
362,-11,1042,639361,639376,100,128,18,15,17802,150,1364,TRUE,FALSE,70,82.85,0.47,0.34,0.87,0.01,0.72,1,-0.03,-0.03,1,2.11,1.11,1.18,0.13,0.09,0.33,132,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
363,936,944,639848,639857,100,65,9,9,11132,182,1387,FALSE,TRUE,40,88.03,0.64,0.1,0.89,0.01,0.89,1,0.12,1.12,1,1.81,0.9,0.95,0.11,0.34,0.18,161,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
364,-11,218,1283513,1283536,100,244,39,25,30769,140,1652,TRUE,FALSE,69,73.86,0.23,0.59,0.88,0.02,0.67,0.92,0.21,0.21,0,2.39,1.42,1.36,-0.12,-0.01,0.88,113,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
365,225,235,719009,719024,100,116,17,15,11656,127,1634,FALSE,TRUE,125,66.08,0.28,0.23,0.67,0.01,0.59,1,-0.12,-0.12,1,2.06,1,1.18,0.33,-0.22,0.27,1034,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
366,1595,-186,1594430,1594517,100,794,59,87,84410,127,1696,FALSE,TRUE,90,94.4,0.1,0.43,0.18,0.01,0.27,1,0.07,0.07,1,2.9,1.2,1.94,0.82,-0.17,1,62,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
367,362,388,2839568,2839625,100,1015,49,59,105560,132,1364,FALSE,TRUE,40,70.31,0.53,0.32,0.46,0.02,0.53,0.97,0.08,0.19,1,3.01,1.42,1.76,0.54,-0.19,1,76,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
368,312,319,1013642,1013647,100,16,9,5,1967,133,1356,FALSE,TRUE,50,84.9,0.46,0.54,0.71,0.01,0.78,1,0.03,0.03,0,1.2,0.85,0.7,-0.29,-0.04,0.14,115,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
369,853,872,-20,135298,100,-206,59,104,181730,236,1387,FALSE,TRUE,40,82.53,0.74,0.54,0.19,0.01,0.32,0.98,-0.16,-0.16,1,2.95,1.28,2.01,0.81,0.59,1,1540,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
370,1164,1197,79360,79387,100,434,76,51,47440,127,1358,FALSE,TRUE,40,76.56,0.24,0.51,0.82,0.02,0.43,0.53,0.01,0.01,0,2.64,1.52,1.43,-0.18,-0.15,0.98,97,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
371,41,213,2740809,2740889,100,6532,356,186,685717,134,1358,FALSE,TRUE,40,86.07,0.06,0.53,0.47,0.13,0.48,0.43,0.15,1.15,0,3.82,2.24,1.9,-0.53,-0.18,1,43,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
372,-11,521,203197,203200,100,9,4,4,1059,132,1360,FALSE,TRUE,50,67.92,0.76,0.25,0.75,0,1,0.75,0.44,0.44,0,0.95,0.6,0.48,-0.25,-0.08,0.13,107,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
373,395,404,4726828,4726836,100,-206,10,8,6684,136,1646,TRUE,FALSE,80,96.31,0.48,0.21,0.89,0.01,0.9,1,0.29,0.29,0,1.76,0.95,0.9,-0.11,-0.08,0.18,101,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
374,0,37,814236,814627,100,7292,466,536,608995,108,1352,TRUE,FALSE,70,106.35,0,0.5,0.09,0.03,0.08,0.73,-0.59,-0.79,1,3.86,1.57,2.59,0.91,-0.35,1,43,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
375,659,686,4194670,4194684,100,169,47,27,20262,135,1356,TRUE,FALSE,100,92.31,0.97,0.55,0.52,0.02,0.57,0.52,-0.23,-0.23,0,2.23,1.43,1.15,-0.48,-0.06,0.62,107,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
376,451,465,2550845,2551201,100,2705,213,359,197957,126,1364,TRUE,FALSE,80,71.9,0.66,0.46,0.04,0.01,0.07,0.99,-0.03,0.03,1,3.43,1.15,2.55,0.96,-0.43,1,28,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
377,950,977,2304542,2304550,100,119,30,12,14029,127,1356,FALSE,TRUE,40,56.74,0.56,0.45,0.3,0.02,0.9,0.67,0.06,0.06,0,2.08,1.43,0.9,-0.7,-0.08,0.36,110,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
378,1068,1083,1539081,-166,100,101,27,17,13866,149,1366,TRUE,FALSE,70,84.77,0.41,0.58,0.94,0.01,0.56,0.94,0.66,0.66,1,2,1.18,1.2,0.06,0.07,0.4,128,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
379,1122,1139,2650780,2650795,100,144,20,16,14169,116,1646,TRUE,FALSE,80,67.07,0.62,0.44,0.88,0.01,0.85,0.94,-0.24,-0.24,0,2.16,1.23,1.18,-0.12,-0.23,0.42,84,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
380,1669,1679,456531,456548,100,91,14,17,7263,102,1688,TRUE,FALSE,150,75.87,0.01,0.46,0.59,0.01,0.71,1,-0.25,-0.25,1,1.96,1,1.23,0.41,-0.38,0.29,64,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
381,100,116,1002562,1002587,100,211,26,28,23894,134,-214,FALSE,TRUE,40,95.23,0.15,0.47,0.64,0.01,0.62,0.89,0.04,0.13,1,2.32,1.2,1.4,0.36,-0.12,0.66,102,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
382,1444,1457,5996730,5996739,100,-206,19,11,10188,140,1648,TRUE,FALSE,69,96.24,0.23,0.32,0.69,0.01,0.68,0.82,-0.64,-0.64,0,1.9,1.11,0.95,-0.31,0.01,0.23,116,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
383,85,209,7275798,7275852,100,4239,150,76,456305,127,1358,FALSE,TRUE,40,97.32,0.13,0.37,0.44,0.09,0.83,0.71,-0.16,0.84,0,3.63,2.09,1.73,-0.56,-0.16,1,65,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
384,1040,-186,34844814,3967197,100,313,72,-194,37460,135,1366,TRUE,FALSE,80,80.98,0.42,0.59,0.53,0.03,0.53,0.57,0.34,0.58,0,2.5,1.58,1.3,-0.47,-0.07,0.95,106,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
385,-11,548,1819724,1819728,100,16,5,4,2028,143,1360,FALSE,TRUE,50,88.97,0.8,0.2,0.8,0,1,1,0.05,0.05,0,1.2,0.7,0.6,-0.2,-0.01,0.13,111,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
386,1090,1129,2312033,2312039,100,111,45,19,12886,126,1358,FALSE,TRUE,40,60.09,0.34,0.53,0.15,0.03,0.87,0.32,0.1,0.1,0,2.05,1.59,0.78,-0.85,-0.09,0.39,109,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
387,826,118,813452,813500,100,442,13,48,50393,143,1687,FALSE,TRUE,-154,65.01,0.13,0.23,0.25,0.01,0.92,1,0.56,0.56,1,2.65,1.08,1.68,0.75,-0.11,0.86,76,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
388,727,739,587412,587452,100,289,35,40,30229,124,1374,FALSE,TRUE,40,77.12,0.92,0.4,0.3,0.01,0.34,1,0.29,0.29,1,2.46,1.08,1.6,0.7,-0.18,0.77,75,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
389,522,528,-20,281958,100,57,8,14,6661,125,1362,FALSE,TRUE,40,88.41,0.77,0.32,0.43,0,0.75,1,-0.17,-0.17,1,1.76,0.78,1.15,0.57,-0.09,0.19,110,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
390,17,27,1859616,1859633,100,-206,23,17,4931,84,1356,TRUE,FALSE,70,75.74,0.03,0.53,0.59,0.01,0.43,1,0.73,-0.27,1,1.9,1,1.23,0.41,-0.52,0.29,41,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
391,151,162,1990021,1990031,100,59,-229,11,5957,111,1354,TRUE,FALSE,70,88.03,0.22,0.46,0.91,0.01,0.85,0.91,1.15,0.15,0,1.77,1.04,1,-0.09,-0.21,0.22,89,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
392,615,625,13052421,1398179,100,65,12,10,7104,126,1358,FALSE,TRUE,50,68.46,0.91,0.35,1,0.01,0.83,1,-0.4,-0.4,0,1.81,1,1,0,-0.15,0.21,89,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
393,1077,209,9371878,1786320,100,6662,-229,131,685894,124,-214,FALSE,TRUE,-154,81.02,0.06,0.41,0.4,0.12,0.63,0.51,0.55,1.55,1,3.82,2.23,1.83,-0.6,-0.2,1,41,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
394,1527,1565,5331249,5331309,100,1284,68,61,116623,117,1648,TRUE,FALSE,80,85.5,0.1,0.44,0.63,0.02,0.56,0.98,0.35,0.35,1,3.11,1.58,1.78,0.37,-0.29,1,42,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
395,1140,1148,1733269,1733276,100,26,13,7,3431,143,1360,FALSE,TRUE,50,87.57,0.31,0.54,0.88,0.01,0.62,1,-0.14,-0.14,0,1.42,0.9,0.85,-0.13,0.03,0.16,123,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
396,9,18,11478465,1743250,100,227,22,31,21864,126,1698,FALSE,TRUE,90,75.48,0.01,0.19,0.29,0.01,0.41,1,-0.51,-0.51,1,2.36,0.95,1.49,0.71,-0.25,0.46,74,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
397,1041,1059,3981657,3981677,100,114,31,-194,13292,132,1364,TRUE,FALSE,80,80.29,0.45,0.68,0.9,0.01,0.58,0.83,0.41,0.41,1,2.06,1.26,1.3,0.1,-0.09,0.6,951,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
398,24,52,21166993,2787427,100,1543,150,151,160372,126,1352,TRUE,FALSE,70,64.59,0.04,0.57,0.22,0.02,0.19,0.85,0.97,-0.03,1,3.19,1.45,2.11,0.78,-0.19,1,1037,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
399,993,1004,-20,1589168,100,57,-229,7,6528,126,1626,TRUE,TRUE,70,78.95,0.77,0.26,0.64,0.01,0.92,1,0.37,0.37,0,1.76,1.04,0.85,-0.36,-0.11,0.18,103,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
400,756,762,6896552,1110861,100,16,6,5,2015,142,1358,FALSE,TRUE,50,90.82,0.88,0.47,0.83,0,1,1,-0.48,-0.48,0,1.2,0.78,0.7,-0.17,-0.02,0.14,111,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
401,1609,-186,1168986,1168994,100,32,9,8,3094,110,1688,TRUE,FALSE,60,77.37,0.09,0.43,0.88,0,0.78,1,-0.18,-0.18,1,1.51,0.85,0.9,0.13,-0.24,0.16,85,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
402,11070,-186,142256,142260,100,34,14,5,4385,143,1366,FALSE,TRUE,-154,72.52,0.24,0.39,0.29,0.01,1,0.8,0,0,0,1.53,1.15,0.6,-0.71,0.01,0.16,121,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
